TIMESTAMP ABSOLUTE;TIMESTAMP RELATIVE;NECK FLEXION-EXTENSION;NECK LATERAL BENDING;NECK ROTATION;TRUNK FLEXION-EXTENSION;TRUNK LATERAL BENDING;TRUNK ROTATION;SPINE FLEXION-EXTENSION;SPINE LATERAL BENDING;SPINE ROTATION;ARMS OPENING;PELVIS TILT;PELVIS LATERAL BENDING;PELVIS ROTATION;SHOULDER FLEXION-EXTENSION RIGHT;SHOULDER ABDUCTION-ADDUCTION RIGHT;SHOULDER ROTATION RIGHT;SHOULDER FLEXION-EXTENSION LEFT;SHOULDER ABDUCTION-ADDUCTION LEFT;SHOULDER ROTATION LEFT;ARM UPLIFT RIGHT;ARM ROTATION RIGHT;ARM UPLIFT LEFT;ARM ROTATION LEFT;ELBOW FLEXION-EXTENSION RIGHT;ELBOW PRONATION AND SUPINATION RIGHT;ELBOW FLEXION-EXTENSION LEFT;ELBOW PRONATION AND SUPINATION LEFT;WRIST FLEXION-EXTENSION RIGHT;WRIST ULNAR RADIAL DEVIATION RIGHT;WRIST ROTATION RIGHT;WRIST FLEXION-EXTENSION LEFT;WRIST ULNAR RADIAL DEVIATION LEFT;WRIST ROTATION LEFT;HIP FLEXION-EXTENSION RIGHT;HIP ABDUCTION-ADDUCTION RIGHT;HIP ROTATION RIGHT;HIP FLEXION-EXTENSION LEFT;HIP ABDUCTION-ADDUCTION LEFT;HIP ROTATION LEFT;KNEE FLEXION-EXTENSION RIGHT;KNEE VARUS-VALGUS RIGHT;KNEE ROTATION RIGHT;KNEE FLEXION-EXTENSION LEFT;KNEE VARUS-VALGUS LEFT;KNEE ROTATION LEFT;ANKLE DORSIFLEXION-PLANTARFLEXION RIGHT;ANKLE INVERSION-EVERSION RIGHT;ANKLE ROTATION RIGHT;ANKLE DORSIFLEXION-PLANTARFLEXION LEFT;ANKLE INVERSION-EVERSION LEFT;ANKLE ROTATION LEFT
0.562;0.562;0.52;3.39;1.45;-0.52;-3.39;-1.45;5.42;-9.53;-19.12;180.00;-7.03;6.50;17.43;156.25;93.37;0.00;-23.75;86.63;0.00;93.37;1.48;86.63;-1.48;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.98;6.19;-10.56;-11.66;-0.56;25.82;-7.70;4.89;-17.34;-3.29;-2.80;-14.66;-1.13;3.81;9.41;-1.73;4.77;-4.06
0.572;0.572;0.52;3.40;1.45;-0.52;-3.40;-1.45;5.44;-9.56;-19.11;180.00;-7.05;6.52;17.42;156.44;93.39;0.00;-23.56;86.61;0.00;93.39;1.48;86.61;-1.48;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.00;6.22;-10.56;-11.67;-0.57;25.83;-7.70;4.90;-17.34;-3.26;-2.83;-14.65;-1.12;3.82;9.41;-1.73;4.76;-4.09
0.582;0.582;0.51;3.41;1.44;-0.51;-3.41;-1.44;5.44;-9.59;-19.10;180.00;-7.06;6.53;17.42;156.62;93.40;0.00;-23.38;86.60;0.00;93.40;1.47;86.60;-1.47;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.01;6.23;-10.56;-11.68;-0.55;25.87;-7.70;4.90;-17.33;-3.23;-2.87;-14.67;-1.12;3.83;9.40;-1.72;4.75;-4.11
0.592;0.592;0.51;3.43;1.43;-0.51;-3.43;-1.43;5.46;-9.62;-19.09;180.00;-7.07;6.54;17.41;156.78;93.41;0.00;-23.22;86.59;0.00;93.41;1.46;86.59;-1.46;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.03;6.26;-10.55;-11.70;-0.54;25.89;-7.71;4.90;-17.32;-3.20;-2.91;-14.69;-1.11;3.84;9.40;-1.71;4.75;-4.14
0.602;0.602;0.51;3.44;1.43;-0.51;-3.44;-1.43;5.48;-9.65;-19.08;180.00;-7.09;6.57;17.41;156.93;93.42;0.00;-23.07;86.58;0.00;93.42;1.46;86.58;-1.46;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.05;6.29;-10.55;-11.72;-0.54;25.93;-7.70;4.90;-17.32;-3.16;-2.95;-14.71;-1.11;3.84;9.40;-1.70;4.75;-4.17
0.612;0.612;0.51;3.44;1.42;-0.51;-3.44;-1.42;5.50;-9.68;-19.07;180.00;-7.11;6.59;17.41;157.00;93.43;0.00;-23.00;86.57;0.00;93.43;1.45;86.57;-1.45;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.07;6.32;-10.54;-11.75;-0.54;25.94;-7.70;4.90;-17.32;-3.14;-2.98;-14.69;-1.10;3.85;9.40;-1.70;4.76;-4.21
0.622;0.622;0.50;3.46;1.41;-0.50;-3.46;-1.41;5.53;-9.74;-19.05;180.00;-7.14;6.62;17.39;157.36;93.45;0.00;-22.64;86.55;0.00;93.45;1.44;86.55;-1.44;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.10;6.37;-10.53;-11.78;-0.52;26.03;-7.71;4.90;-17.31;-3.07;-3.06;-14.75;-1.10;3.86;9.39;-1.68;4.78;-4.27
0.632;0.632;0.49;3.48;1.40;-0.49;-3.48;-1.40;5.54;-9.76;-19.03;180.00;-7.15;6.63;17.38;157.48;93.46;0.00;-22.52;86.54;0.00;93.46;1.43;86.54;-1.43;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.11;6.38;-10.52;-11.79;-0.53;26.01;-7.71;4.90;-17.30;-3.05;-3.07;-14.73;-1.09;3.87;9.39;-1.67;4.79;-4.30
0.642;0.642;0.49;3.49;1.40;-0.49;-3.49;-1.40;5.54;-9.78;-19.02;180.00;-7.15;6.64;17.37;157.62;93.48;0.00;-22.38;86.52;0.00;93.48;1.43;86.52;-1.43;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.11;6.39;-10.52;-11.79;-0.53;26.04;-7.70;4.90;-17.29;-3.02;-3.09;-14.76;-1.09;3.87;9.39;-1.66;4.80;-4.31
0.652;0.652;0.48;3.50;1.40;-0.48;-3.50;-1.40;5.54;-9.80;-19.00;180.00;-7.15;6.64;17.36;157.73;93.49;0.00;-22.27;86.51;0.00;93.49;1.43;86.51;-1.43;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.10;6.40;-10.51;-11.78;-0.52;26.05;-7.69;4.91;-17.27;-3.00;-3.10;-14.78;-1.08;3.88;9.38;-1.65;4.80;-4.33
0.662;0.662;0.48;3.51;1.40;-0.48;-3.51;-1.40;5.53;-9.81;-18.98;180.00;-7.14;6.65;17.34;157.78;93.50;0.00;-22.22;86.50;0.00;93.50;1.43;86.50;-1.43;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.09;6.41;-10.51;-11.77;-0.52;26.07;-7.69;4.91;-17.26;-2.98;-3.11;-14.81;-1.08;3.89;9.38;-1.65;4.81;-4.34
0.672;0.672;0.48;3.53;1.40;-0.48;-3.53;-1.40;5.53;-9.83;-18.98;180.00;-7.14;6.65;17.34;157.88;93.51;0.00;-22.12;86.49;0.00;93.51;1.43;86.49;-1.43;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.08;6.42;-10.52;-11.77;-0.52;26.09;-7.68;4.91;-17.24;-2.98;-3.11;-14.83;-1.07;3.89;9.38;-1.65;4.81;-4.34
0.682;0.682;0.47;3.54;1.40;-0.47;-3.54;-1.40;5.51;-9.84;-18.96;180.00;-7.11;6.64;17.31;157.95;93.53;0.00;-22.05;86.47;0.00;93.53;1.43;86.47;-1.43;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.05;6.41;-10.51;-11.75;-0.52;26.08;-7.68;4.91;-17.23;-2.97;-3.11;-14.84;-1.07;3.90;9.38;-1.64;4.81;-4.35
0.692;0.692;0.47;3.56;1.40;-0.47;-3.56;-1.40;5.50;-9.86;-18.95;180.00;-7.10;6.64;17.30;157.98;93.55;0.00;-22.02;86.45;0.00;93.54;1.43;86.46;-1.43;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.04;6.42;-10.51;-11.73;-0.52;26.10;-7.67;4.91;-17.21;-2.96;-3.11;-14.88;-1.06;3.90;9.37;-1.63;4.81;-4.35
0.702;0.702;0.46;3.57;1.41;-0.46;-3.57;-1.41;5.49;-9.87;-18.95;180.00;-7.09;6.64;17.29;157.99;93.56;0.00;-22.01;86.44;0.00;93.56;1.44;86.44;-1.44;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.02;6.43;-10.50;-11.73;-0.53;26.10;-7.66;4.91;-17.20;-2.96;-3.10;-14.88;-1.06;3.91;9.37;-1.63;4.81;-4.35
0.712;0.712;0.46;3.57;1.41;-0.46;-3.57;-1.41;5.47;-9.87;-18.93;180.00;-7.08;6.64;17.27;157.99;93.56;0.00;-22.01;86.44;0.00;93.56;1.44;86.44;-1.44;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-13.00;6.44;-10.49;-11.71;-0.53;26.09;-7.65;4.90;-17.19;-2.95;-3.10;-14.89;-1.05;3.92;9.37;-1.62;4.81;-4.35
0.722;0.722;0.46;3.61;1.43;-0.46;-3.61;-1.43;5.45;-9.90;-18.94;180.00;-7.06;6.64;17.26;157.85;93.59;0.00;-22.15;86.41;0.00;93.59;1.46;86.41;-1.46;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.99;6.45;-10.47;-11.69;-0.53;26.08;-7.65;4.90;-17.19;-2.96;-3.11;-14.89;-1.04;3.92;9.36;-1.62;4.81;-4.35
0.732;0.732;0.46;3.61;1.43;-0.46;-3.61;-1.43;5.44;-9.91;-18.92;180.00;-7.05;6.64;17.24;157.85;93.59;0.00;-22.15;86.41;0.00;93.59;1.46;86.41;-1.46;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.97;6.46;-10.45;-11.68;-0.56;26.07;-7.64;4.89;-17.19;-2.97;-3.08;-14.90;-1.04;3.93;9.36;-1.62;4.81;-4.35
0.742;0.742;0.46;3.62;1.44;-0.46;-3.62;-1.44;5.42;-9.91;-18.93;180.00;-7.04;6.64;17.23;157.75;93.61;0.00;-22.25;86.39;0.00;93.60;1.47;86.40;-1.47;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.95;6.46;-10.44;-11.66;-0.56;26.06;-7.63;4.89;-17.18;-2.97;-3.08;-14.90;-1.03;3.93;9.36;-1.63;4.81;-4.36
0.752;0.752;0.47;3.63;1.46;-0.47;-3.63;-1.46;5.39;-9.92;-18.93;180.00;-7.02;6.64;17.22;157.64;93.62;0.00;-22.36;86.38;0.00;93.61;1.49;86.39;-1.49;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.93;6.46;-10.43;-11.64;-0.56;26.05;-7.63;4.89;-17.18;-2.98;-3.08;-14.88;-1.03;3.94;9.36;-1.63;4.81;-4.37
0.762;0.762;0.47;3.64;1.47;-0.47;-3.64;-1.47;5.37;-9.92;-18.94;180.00;-7.00;6.63;17.22;157.52;93.63;0.00;-22.48;86.37;0.00;93.62;1.50;86.38;-1.50;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.92;6.46;-10.43;-11.63;-0.57;26.03;-7.63;4.89;-17.18;-2.99;-3.06;-14.86;-1.02;3.94;9.36;-1.63;4.81;-4.38
0.772;0.772;0.47;3.65;1.48;-0.47;-3.65;-1.48;5.35;-9.93;-18.95;180.00;-6.99;6.62;17.22;157.40;93.64;0.00;-22.60;86.36;0.00;93.64;1.51;86.36;-1.51;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.91;6.46;-10.43;-11.62;-0.58;26.02;-7.63;4.89;-17.18;-3.01;-3.06;-14.84;-1.02;3.94;9.35;-1.64;4.81;-4.38
0.782;0.782;0.48;3.66;1.49;-0.48;-3.66;-1.49;5.32;-9.92;-18.96;180.00;-6.97;6.61;17.22;157.28;93.65;0.00;-22.72;86.35;0.00;93.65;1.53;86.35;-1.53;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.89;6.45;-10.42;-11.60;-0.58;26.01;-7.63;4.89;-17.18;-3.02;-3.05;-14.82;-1.02;3.95;9.35;-1.65;4.81;-4.39
0.792;0.792;0.48;3.67;1.51;-0.48;-3.67;-1.51;5.29;-9.91;-18.98;180.00;-6.95;6.60;17.21;157.13;93.65;0.00;-22.87;86.35;0.00;93.65;1.54;86.35;-1.54;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.86;6.44;-10.42;-11.58;-0.57;26.00;-7.63;4.89;-17.18;-3.05;-3.04;-14.80;-1.02;3.95;9.35;-1.66;4.81;-4.40
0.802;0.802;0.49;3.67;1.52;-0.49;-3.67;-1.52;5.26;-9.90;-18.99;180.00;-6.92;6.58;17.21;157.04;93.66;0.00;-22.96;86.34;0.00;93.66;1.55;86.34;-1.55;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.84;6.43;-10.42;-11.56;-0.57;25.99;-7.64;4.89;-17.17;-3.07;-3.04;-14.77;-1.02;3.96;9.35;-1.67;4.81;-4.42
0.812;0.812;0.49;3.68;1.53;-0.49;-3.68;-1.53;5.23;-9.89;-19.00;180.00;-6.90;6.57;17.22;156.84;93.66;0.00;-23.16;86.34;0.00;93.66;1.57;86.34;-1.57;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.82;6.42;-10.43;-11.54;-0.57;25.98;-7.64;4.90;-17.17;-3.09;-3.03;-14.76;-1.02;3.96;9.35;-1.67;4.80;-4.42
0.822;0.822;0.50;3.68;1.55;-0.50;-3.68;-1.55;5.20;-9.88;-19.02;180.00;-6.88;6.56;17.21;156.64;93.67;0.00;-23.36;86.33;0.00;93.67;1.58;86.33;-1.58;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.80;6.41;-10.42;-11.52;-0.56;25.98;-7.64;4.89;-17.17;-3.11;-3.03;-14.75;-1.02;3.96;9.34;-1.68;4.80;-4.42
0.832;0.832;0.50;3.69;1.57;-0.50;-3.69;-1.57;5.18;-9.88;-19.03;180.00;-6.86;6.55;17.20;156.46;93.68;0.00;-23.54;86.32;0.00;93.67;1.60;86.33;-1.60;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.78;6.41;-10.42;-11.50;-0.57;25.96;-7.64;4.89;-17.17;-3.14;-3.01;-14.72;-1.02;3.97;9.34;-1.70;4.80;-4.43
0.842;0.842;0.50;3.70;1.58;-0.50;-3.70;-1.58;5.16;-9.88;-19.04;180.00;-6.85;6.54;17.20;156.30;93.68;0.00;-23.70;86.32;0.00;93.68;1.61;86.32;-1.61;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.77;6.41;-10.42;-11.49;-0.58;25.94;-7.64;4.89;-17.16;-3.17;-3.00;-14.71;-1.02;3.97;9.34;-1.71;4.80;-4.42
0.852;0.852;0.51;3.70;1.60;-0.51;-3.70;-1.60;5.14;-9.88;-19.05;180.00;-6.84;6.54;17.20;156.18;93.69;0.00;-23.82;86.31;0.00;93.69;1.63;86.31;-1.63;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.75;6.41;-10.42;-11.47;-0.59;25.92;-7.64;4.89;-17.16;-3.19;-2.97;-14.69;-1.02;3.98;9.34;-1.71;4.80;-4.42
0.862;0.862;0.51;3.72;1.63;-0.51;-3.72;-1.63;5.11;-9.88;-19.09;180.00;-6.82;6.53;17.20;155.82;93.71;0.00;-24.18;86.29;0.00;93.70;1.66;86.30;-1.66;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.72;6.41;-10.42;-11.42;-0.63;25.89;-7.63;4.89;-17.15;-3.25;-2.86;-14.64;-1.02;3.98;9.34;-1.73;4.78;-4.42
0.872;0.872;0.51;3.72;1.63;-0.51;-3.72;-1.63;5.07;-9.86;-19.08;180.00;-6.78;6.51;17.19;155.82;93.71;0.00;-24.18;86.29;0.00;93.70;1.66;86.30;-1.66;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.66;6.40;-10.41;-11.38;-0.61;25.88;-7.62;4.89;-17.15;-3.25;-2.86;-14.64;-1.01;3.99;9.33;-1.73;4.78;-4.42
0.882;0.882;0.51;3.73;1.65;-0.51;-3.73;-1.65;5.05;-9.85;-19.10;180.00;-6.76;6.49;17.19;155.61;93.71;0.00;-24.39;86.29;0.00;93.71;1.68;86.29;-1.68;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.63;6.39;-10.41;-11.32;-0.63;25.80;-7.61;4.88;-17.15;-3.29;-2.77;-14.51;-1.01;4.00;9.33;-1.75;4.78;-4.45
0.892;0.892;0.50;3.73;1.66;-0.50;-3.73;-1.66;5.03;-9.83;-19.11;180.00;-6.73;6.47;17.19;155.53;93.71;0.00;-24.47;86.29;0.00;93.71;1.69;86.29;-1.69;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.59;6.39;-10.41;-11.29;-0.62;25.80;-7.60;4.88;-17.15;-3.29;-2.77;-14.51;-1.01;4.01;9.32;-1.75;4.78;-4.45
0.902;0.902;0.49;3.73;1.66;-0.49;-3.73;-1.66;5.02;-9.83;-19.12;180.00;-6.72;6.46;17.20;155.43;93.71;0.00;-24.57;86.29;0.00;93.71;1.70;86.29;-1.70;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.57;6.38;-10.41;-11.27;-0.62;25.76;-7.59;4.88;-17.15;-3.30;-2.75;-14.46;-1.00;4.01;9.32;-1.75;4.78;-4.46
0.912;0.912;0.49;3.73;1.66;-0.49;-3.73;-1.66;4.98;-9.80;-19.13;180.00;-6.68;6.44;17.21;155.43;93.71;0.00;-24.57;86.29;0.00;93.71;1.70;86.29;-1.70;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.52;6.37;-10.43;-11.22;-0.60;25.73;-7.58;4.87;-17.15;-3.29;-2.73;-14.41;-1.00;4.02;9.31;-1.75;4.78;-4.46
0.922;0.922;0.48;3.73;1.67;-0.48;-3.73;-1.67;4.96;-9.78;-19.16;180.00;-6.64;6.41;17.23;155.31;93.71;0.00;-24.69;86.29;0.00;93.71;1.71;86.29;-1.71;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.47;6.35;-10.44;-11.18;-0.58;25.75;-7.57;4.87;-17.15;-3.31;-2.75;-14.40;-1.00;4.03;9.31;-1.74;4.77;-4.46
0.932;0.932;0.47;3.73;1.68;-0.47;-3.73;-1.68;4.94;-9.77;-19.17;180.00;-6.61;6.39;17.24;155.22;93.71;0.00;-24.78;86.29;0.00;93.71;1.71;86.29;-1.71;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.43;6.34;-10.44;-11.13;-0.57;25.69;-7.56;4.87;-17.15;-3.30;-2.73;-14.33;-0.99;4.03;9.30;-1.74;4.77;-4.46
0.942;0.942;0.47;3.73;1.68;-0.47;-3.73;-1.68;4.91;-9.75;-19.18;180.00;-6.58;6.38;17.25;155.22;93.71;0.00;-24.78;86.29;0.00;93.71;1.71;86.29;-1.71;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.40;6.34;-10.45;-11.09;-0.56;25.67;-7.55;4.86;-17.15;-3.29;-2.71;-14.30;-0.99;4.04;9.30;-1.74;4.77;-4.46
0.952;0.952;0.47;3.73;1.68;-0.47;-3.73;-1.68;4.88;-9.74;-19.20;180.00;-6.56;6.37;17.26;155.22;93.71;0.00;-24.78;86.29;0.00;93.71;1.71;86.29;-1.71;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.37;6.33;-10.46;-11.07;-0.55;25.68;-7.55;4.86;-17.15;-3.29;-2.71;-14.30;-0.98;4.04;9.30;-1.74;4.77;-4.46
0.962;0.962;0.43;3.73;1.71;-0.43;-3.73;-1.71;4.88;-9.73;-19.25;180.00;-6.52;6.35;17.29;154.93;93.72;0.00;-25.07;86.28;0.00;93.71;1.74;86.29;-1.74;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.32;6.32;-10.48;-11.00;-0.55;25.68;-7.54;4.86;-17.16;-3.28;-2.72;-14.24;-0.98;4.05;9.29;-1.72;4.77;-4.47
0.972;0.972;0.43;3.73;1.71;-0.43;-3.73;-1.71;4.88;-9.73;-19.25;180.00;-6.52;6.35;17.29;154.93;93.72;0.00;-25.07;86.28;0.00;93.71;1.74;86.29;-1.74;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.32;6.33;-10.47;-11.00;-0.55;25.68;-7.54;4.85;-17.17;-3.28;-2.72;-14.24;-0.98;4.06;9.29;-1.72;4.77;-4.47
0.982;0.982;0.43;3.73;1.71;-0.43;-3.73;-1.71;4.85;-9.71;-19.27;180.00;-6.50;6.33;17.31;154.93;93.72;0.00;-25.07;86.28;0.00;93.71;1.74;86.29;-1.74;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.28;6.32;-10.48;-10.97;-0.54;25.70;-7.53;4.85;-17.17;-3.28;-2.72;-14.24;-0.97;4.06;9.28;-1.72;4.77;-4.47
0.992;0.992;0.43;3.73;1.71;-0.43;-3.73;-1.71;4.79;-9.68;-19.31;180.00;-6.44;6.29;17.35;154.88;93.72;0.00;-25.12;86.28;0.00;93.71;1.74;86.29;-1.74;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.22;6.30;-10.52;-10.90;-0.52;25.74;-7.52;4.85;-17.17;-3.27;-2.71;-14.24;-0.97;4.07;9.28;-1.72;4.78;-4.46
1.002;1.002;0.42;3.73;1.72;-0.42;-3.73;-1.72;4.80;-9.68;-19.31;180.00;-6.44;6.29;17.35;154.84;93.72;0.00;-25.16;86.28;0.00;93.71;1.74;86.29;-1.74;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.21;6.30;-10.51;-10.89;-0.52;25.74;-7.51;4.84;-17.17;-3.27;-2.71;-14.24;-0.97;4.08;9.28;-1.71;4.78;-4.46
1.012;1.012;0.42;3.73;1.72;-0.42;-3.73;-1.72;4.77;-9.66;-19.33;180.00;-6.41;6.27;17.37;154.79;93.72;0.00;-25.21;86.28;0.00;93.71;1.75;86.29;-1.75;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.16;6.29;-10.52;-10.86;-0.50;25.76;-7.50;4.84;-17.18;-3.27;-2.70;-14.23;-0.96;4.08;9.28;-1.71;4.78;-4.46
1.022;1.022;0.42;3.73;1.72;-0.42;-3.73;-1.72;4.74;-9.64;-19.35;180.00;-6.37;6.25;17.39;154.79;93.72;0.00;-25.21;86.28;0.00;93.71;1.75;86.29;-1.75;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.13;6.28;-10.54;-10.82;-0.50;25.77;-7.50;4.84;-17.18;-3.27;-2.69;-14.23;-0.96;4.09;9.27;-1.71;4.78;-4.46
1.032;1.032;0.40;3.73;1.73;-0.40;-3.73;-1.73;4.72;-9.62;-19.37;180.00;-6.34;6.24;17.41;154.65;93.71;0.00;-25.35;86.29;0.00;93.71;1.76;86.29;-1.76;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.09;6.27;-10.55;-10.79;-0.48;25.79;-7.49;4.83;-17.18;-3.29;-2.70;-14.21;-0.96;4.09;9.27;-1.71;4.79;-4.46
1.042;1.042;0.40;3.73;1.73;-0.40;-3.73;-1.73;4.70;-9.61;-19.38;180.00;-6.33;6.23;17.41;154.65;93.71;0.00;-25.35;86.29;0.00;93.71;1.76;86.29;-1.76;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.06;6.27;-10.56;-10.77;-0.49;25.77;-7.48;4.83;-17.18;-3.29;-2.68;-14.19;-0.95;4.10;9.26;-1.71;4.79;-4.46
1.052;1.052;0.40;3.73;1.73;-0.40;-3.73;-1.73;4.68;-9.60;-19.39;180.00;-6.30;6.21;17.42;154.64;93.71;0.00;-25.36;86.29;0.00;93.71;1.76;86.29;-1.76;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-12.03;6.27;-10.57;-10.74;-0.49;25.77;-7.47;4.82;-17.18;-3.30;-2.67;-14.18;-0.95;4.10;9.26;-1.72;4.79;-4.46
1.062;1.062;0.40;3.73;1.73;-0.40;-3.73;-1.73;4.65;-9.58;-19.40;180.00;-6.28;6.20;17.43;154.61;93.71;0.00;-25.39;86.29;0.00;93.71;1.76;86.29;-1.76;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-11.99;6.26;-10.58;-10.71;-0.48;25.78;-7.47;4.82;-17.17;-3.31;-2.66;-14.17;-0.95;4.11;9.26;-1.71;4.79;-4.46
1.072;1.072;0.40;3.73;1.74;-0.40;-3.73;-1.74;4.60;-9.55;-19.41;180.00;-6.22;6.16;17.44;154.59;93.71;0.00;-25.41;86.29;0.00;93.71;1.76;86.29;-1.76;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-11.92;6.23;-10.59;-10.65;-0.45;25.78;-7.46;4.82;-17.17;-3.32;-2.65;-14.17;-0.95;4.11;9.26;-1.72;4.80;-4.46
1.082;1.082;0.40;3.73;1.74;-0.40;-3.73;-1.74;4.60;-9.55;-19.41;180.00;-6.22;6.16;17.44;154.57;93.72;0.00;-25.43;86.28;0.00;93.71;1.76;86.29;-1.76;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-11.91;6.24;-10.59;-10.65;-0.46;25.78;-7.45;4.82;-17.17;-3.33;-2.65;-14.16;-0.95;4.11;9.26;-1.72;4.80;-4.46
1.092;1.092;0.40;3.73;1.74;-0.40;-3.73;-1.74;4.53;-9.51;-19.42;180.00;-6.16;6.12;17.45;154.57;93.72;0.00;-25.43;86.28;0.00;93.71;1.77;86.29;-1.77;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-11.84;6.21;-10.61;-10.58;-0.44;25.81;-7.44;4.81;-17.16;-3.34;-2.64;-14.17;-0.95;4.12;9.25;-1.73;4.80;-4.46
1.102;1.102;0.40;3.73;1.74;-0.40;-3.73;-1.74;4.53;-9.51;-19.42;180.00;-6.16;6.12;17.45;154.57;93.72;0.00;-25.43;86.28;0.00;93.71;1.77;86.29;-1.77;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-11.84;6.21;-10.61;-10.58;-0.45;25.79;-7.44;4.82;-17.16;-3.36;-2.63;-14.15;-0.95;4.12;9.25;-1.73;4.80;-4.46
1.112;1.112;0.40;3.73;1.74;-0.40;-3.73;-1.74;4.51;-9.50;-19.43;180.00;-6.14;6.11;17.46;154.57;93.72;0.00;-25.43;86.28;0.00;93.71;1.77;86.29;-1.77;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-11.81;6.20;-10.61;-10.56;-0.46;25.79;-7.44;4.82;-17.16;-3.40;-2.60;-14.14;-0.95;4.13;9.25;-1.74;4.79;-4.45
