TIMESTAMP ABSOLUTE;TIMESTAMP RELATIVE;NECK FLEXION-EXTENSION;NECK LATERAL BENDING;NECK ROTATION;TRUNK FLEXION-EXTENSION;TRUNK LATERAL BENDING;TRUNK ROTATION;SPINE FLEXION-EXTENSION;SPINE LATERAL BENDING;SPINE ROTATION;ARMS OPENING;PELVIS TILT;PELVIS LATERAL BENDING;PELVIS ROTATION;SHOULDER FLEXION-EXTENSION RIGHT;SHOULDER ABDUCTION-ADDUCTION RIGHT;SHOULDER ROTATION RIGHT;SHOULDER FLEXION-EXTENSION LEFT;SHOULDER ABDUCTION-ADDUCTION LEFT;SHOULDER ROTATION LEFT;ARM UPLIFT RIGHT;ARM ROTATION RIGHT;ARM UPLIFT LEFT;ARM ROTATION LEFT;ELBOW FLEXION-EXTENSION RIGHT;ELBOW PRONATION AND SUPINATION RIGHT;ELBOW FLEXION-EXTENSION LEFT;ELBOW PRONATION AND SUPINATION LEFT;WRIST FLEXION-EXTENSION RIGHT;WRIST ULNAR RADIAL DEVIATION RIGHT;WRIST ROTATION RIGHT;WRIST FLEXION-EXTENSION LEFT;WRIST ULNAR RADIAL DEVIATION LEFT;WRIST ROTATION LEFT;HIP FLEXION-EXTENSION RIGHT;HIP ABDUCTION-ADDUCTION RIGHT;HIP ROTATION RIGHT;HIP FLEXION-EXTENSION LEFT;HIP ABDUCTION-ADDUCTION LEFT;HIP ROTATION LEFT;KNEE FLEXION-EXTENSION RIGHT;KNEE VARUS-VALGUS RIGHT;KNEE ROTATION RIGHT;KNEE FLEXION-EXTENSION LEFT;KNEE VARUS-VALGUS LEFT;KNEE ROTATION LEFT;ANKLE DORSIFLEXION-PLANTARFLEXION RIGHT;ANKLE INVERSION-EVERSION RIGHT;ANKLE ROTATION RIGHT;ANKLE DORSIFLEXION-PLANTARFLEXION LEFT;ANKLE INVERSION-EVERSION LEFT;ANKLE ROTATION LEFT
7.112;7.112;-5.26;3.46;9.44;5.26;-3.46;-9.44;22.17;-10.81;-19.93;180.00;-18.40;5.74;11.19;115.20;94.31;0.00;-64.80;85.69;0.00;94.26;9.12;85.74;-9.12;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-36.53;1.52;0.31;7.70;5.65;23.97;-26.07;9.72;-19.48;8.54;-0.15;-14.12;-6.86;6.11;11.66;-12.73;-0.49;2.59
7.122;7.122;-5.41;3.44;9.54;5.41;-3.44;-9.54;22.34;-10.76;-19.73;180.00;-18.40;5.67;10.92;115.08;94.33;0.00;-64.92;85.67;0.00;94.28;9.21;85.72;-9.21;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.04;1.53;0.09;7.38;6.00;23.39;-25.82;9.71;-19.00;5.37;-1.93;-13.05;-6.24;5.84;11.83;-12.32;-0.90;2.37
7.132;7.132;-5.55;3.41;9.65;5.55;-3.41;-9.65;22.45;-10.55;-19.29;180.00;-18.32;5.47;10.38;114.82;94.33;0.00;-65.18;85.67;0.00;94.27;9.32;85.73;-9.32;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.41;1.32;-0.01;7.30;6.41;22.33;-25.62;9.73;-18.44;2.59;-3.60;-11.82;-5.73;5.63;11.94;-11.71;-1.40;2.18
7.142;7.142;-5.66;3.33;9.80;5.66;-3.33;-9.80;22.44;-10.24;-18.91;180.00;-18.16;5.23;9.85;114.24;94.29;0.00;-65.76;85.71;0.00;94.23;9.47;85.77;-9.47;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.65;1.07;-0.19;7.39;6.92;21.48;-25.97;9.86;-17.83;0.19;-5.04;-11.16;-5.77;5.70;11.92;-10.96;-2.00;2.09
7.152;7.152;-5.73;3.21;10.01;5.73;-3.21;-10.01;22.53;-10.17;-19.12;180.00;-18.16;5.23;9.85;113.35;94.21;0.00;-66.65;85.79;0.00;94.15;9.69;85.85;-9.69;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-38.07;1.22;-0.87;7.19;7.40;21.88;-24.80;9.72;-17.10;-1.82;-6.15;-11.56;-4.48;5.07;12.18;-10.32;-2.51;2.05
7.162;7.162;-5.75;3.15;10.14;5.75;-3.15;-10.14;22.08;-9.56;-18.48;180.00;-17.62;4.72;9.05;112.83;94.16;0.00;-67.17;85.84;0.00;94.10;9.82;85.90;-9.82;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.68;0.54;-0.67;7.68;7.78;21.58;-24.03;9.59;-16.70;-3.67;-6.64;-12.34;-3.71;4.67;12.30;-11.11;-2.49;2.14
7.172;7.172;-5.75;3.15;10.14;5.75;-3.15;-10.14;21.81;-9.30;-18.17;180.00;-17.32;4.49;8.73;112.83;94.16;0.00;-67.17;85.84;0.00;94.10;9.82;85.90;-9.82;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.74;0.39;-1.25;7.92;7.89;21.23;-24.29;9.77;-15.88;-3.78;-6.72;-12.35;-3.77;4.73;12.25;-11.11;-2.49;2.14
7.182;7.182;-5.64;2.71;11.25;5.64;-2.71;-11.25;21.53;-8.74;-19.02;180.00;-17.07;4.31;8.41;108.99;93.81;0.00;-71.01;86.19;0.00;93.74;10.98;86.26;-10.98;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.82;0.29;-1.83;7.88;7.99;19.89;-21.83;9.32;-14.93;-5.52;-7.05;-12.59;-1.40;3.50;12.60;-13.42;-1.69;2.16
7.192;7.192;-5.64;2.71;11.25;5.64;-2.71;-11.25;21.40;-8.64;-18.72;180.00;-16.92;4.24;8.11;108.99;93.81;0.00;-71.01;86.19;0.00;93.74;10.98;86.26;-10.98;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.97;0.21;-2.27;8.10;7.92;19.58;-22.04;9.50;-14.23;-5.52;-7.05;-12.59;-1.52;3.62;12.51;-13.42;-1.69;2.16
7.202;7.202;-5.54;2.53;11.76;5.54;-2.53;-11.76;21.31;-8.47;-19.08;180.00;-16.90;4.25;7.93;107.50;93.67;0.00;-72.50;86.33;0.00;93.59;11.52;86.41;-11.52;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-38.25;0.15;-2.66;7.85;7.90;19.70;-21.06;9.51;-13.65;-5.24;-7.00;-13.38;-0.64;3.24;12.50;-14.68;-1.88;2.82
7.212;7.212;-5.42;2.36;12.30;5.42;-2.36;-12.30;21.26;-8.31;-19.21;180.00;-16.91;4.28;7.50;106.10;93.52;0.00;-73.90;86.48;0.00;93.45;12.08;86.55;-12.08;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-38.56;-0.05;-2.73;7.50;7.51;19.32;-20.08;9.57;-13.26;-4.48;-6.47;-13.06;0.11;2.88;12.55;-15.30;-1.40;3.33
7.222;7.222;-5.37;2.28;12.58;5.37;-2.28;-12.58;21.31;-8.26;-18.97;180.00;-16.97;4.34;6.98;105.47;93.46;0.00;-74.53;86.54;0.00;93.38;12.36;86.62;-12.36;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-38.96;-0.27;-2.70;6.96;6.67;18.79;-19.17;9.71;-12.68;-3.95;-5.86;-14.62;0.65;2.75;12.48;-15.43;-0.65;5.56
7.232;7.232;-5.25;2.13;13.13;5.25;-2.13;-13.13;21.42;-8.17;-18.92;180.00;-17.14;4.43;6.35;104.29;93.34;0.00;-75.71;86.66;0.00;93.26;12.94;86.74;-12.94;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-39.43;-0.49;-2.57;6.09;5.28;19.79;-18.18;9.80;-12.23;-3.11;-4.33;-16.54;1.16;2.40;12.50;-16.54;0.73;7.09
7.242;7.242;-5.14;1.99;13.70;5.14;-1.99;-13.70;21.62;-8.09;-18.78;180.00;-17.38;4.52;5.64;103.27;93.24;0.00;-76.73;86.76;0.00;93.15;13.52;86.85;-13.52;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-39.61;-0.68;-1.88;5.20;3.59;21.68;-16.94;9.68;-12.18;-4.11;-3.50;-19.05;1.48;1.96;12.50;-17.11;1.25;7.88
7.252;7.252;-5.10;1.93;14.24;5.10;-1.93;-14.24;21.79;-8.01;-18.63;180.00;-17.57;4.53;4.94;102.67;93.22;0.00;-77.33;86.78;0.00;93.12;14.07;86.88;-14.07;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-40.17;-1.02;-2.00;4.83;2.61;22.16;-16.01;9.92;-11.51;-4.00;-2.64;-17.65;2.21;1.59;12.66;-18.06;0.38;5.38
7.262;7.262;-5.10;1.93;14.24;5.10;-1.93;-14.24;21.79;-7.71;-17.72;180.00;-17.52;4.30;4.01;102.67;93.22;0.00;-77.33;86.78;0.00;93.12;14.07;86.88;-14.07;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-40.45;-1.59;-3.24;3.87;0.67;25.15;-13.49;10.33;-9.76;-2.11;0.18;-19.54;1.74;0.53;12.89;-16.17;-3.42;1.23
7.272;7.272;-5.52;2.32;15.84;5.52;-2.32;-15.84;21.65;-8.08;-19.08;180.00;-17.18;4.06;3.82;103.64;93.87;0.00;-76.36;86.13;0.00;93.73;15.62;86.27;-15.62;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-40.13;-1.87;-4.15;4.22;0.82;24.88;-11.98;10.47;-8.85;-2.11;0.18;-19.54;1.52;0.01;13.04;-17.72;-5.86;0.81
7.282;7.282;-5.52;2.32;15.84;5.52;-2.32;-15.84;21.14;-7.79;-19.05;180.00;-16.67;3.77;3.77;103.64;93.87;0.00;-76.36;86.13;0.00;93.73;15.62;86.27;-15.62;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-39.59;-2.08;-5.23;3.52;1.50;25.78;-10.34;10.60;-7.81;-0.35;1.22;-17.42;1.06;-0.37;13.08;-14.21;-5.74;-2.47
7.292;7.292;-5.62;2.33;16.72;5.62;-2.33;-16.72;20.67;-7.66;-19.81;180.00;-16.17;3.54;3.65;103.34;94.00;0.00;-76.66;86.00;0.00;93.84;16.49;86.16;-16.49;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-39.04;-2.29;-5.73;3.75;2.09;25.29;-8.65;10.60;-7.32;0.69;1.47;-14.28;0.44;-0.81;13.16;-20.03;0.20;-3.60
7.302;7.302;-5.61;2.31;17.18;5.61;-2.31;-17.18;20.33;-7.51;-19.83;180.00;-15.83;3.41;3.19;103.04;94.03;0.00;-76.96;85.97;0.00;93.85;16.96;86.15;-16.96;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-38.53;-2.53;-6.23;3.52;2.73;24.68;-6.68;10.61;-6.29;1.60;0.89;-14.26;0.92;-1.08;13.28;-17.92;-0.13;-4.13
7.312;7.312;-5.58;2.31;17.62;5.58;-2.31;-17.62;20.21;-7.34;-18.78;180.00;-15.67;3.33;1.69;102.81;94.07;0.00;-77.19;85.93;0.00;93.88;17.40;86.12;-17.40;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-38.06;-3.15;-5.63;3.15;2.41;23.73;-5.55;10.71;-5.28;2.20;0.68;-15.93;-0.73;-1.21;12.96;-15.67;-0.91;-3.80
7.322;7.322;-5.57;2.34;18.02;5.57;-2.34;-18.02;20.16;-7.39;-19.17;180.00;-15.67;3.33;1.69;102.72;94.13;0.00;-77.28;85.87;0.00;93.94;17.79;86.06;-17.79;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.79;-3.20;-6.38;2.43;2.35;23.77;-3.44;10.96;-3.84;2.50;0.71;-16.33;-1.74;-1.25;12.36;-15.14;-0.30;-3.17
7.332;7.332;-5.59;2.37;18.20;5.59;-2.37;-18.20;20.49;-7.49;-18.24;180.00;-15.93;3.47;0.59;102.75;94.19;0.00;-77.25;85.81;0.00;93.98;17.97;86.02;-17.97;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.51;-3.61;-5.97;1.58;2.06;22.70;-1.28;11.31;-2.41;2.75;0.52;-16.52;-2.72;-1.08;11.48;-15.53;1.06;-2.48
7.342;7.342;-5.66;2.45;18.52;5.66;-2.45;-18.52;21.12;-7.87;-17.70;180.00;-16.47;3.79;-0.23;102.94;94.33;0.00;-77.06;85.67;0.00;94.11;18.27;85.89;-18.27;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.41;-3.67;-5.72;0.42;1.61;22.07;1.00;11.37;-1.23;2.83;0.37;-17.45;-3.64;-0.75;10.77;-15.03;1.47;-1.62
7.352;7.352;-5.77;2.56;18.80;5.77;-2.56;-18.80;21.76;-8.29;-17.36;180.00;-17.01;4.10;-0.80;103.23;94.50;0.00;-76.77;85.50;0.00;94.27;18.54;85.73;-18.54;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.59;-3.57;-5.39;-0.42;1.19;21.58;4.64;11.39;-0.43;3.10;0.44;-18.01;-3.11;-0.25;10.26;-13.94;1.37;-1.28
7.362;7.362;-5.77;2.56;18.80;5.77;-2.56;-18.80;22.14;-8.41;-16.80;180.00;-17.35;4.26;-1.34;103.23;94.50;0.00;-76.77;85.50;0.00;94.27;18.54;85.73;-18.54;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-37.29;-3.56;-5.44;-1.46;1.03;21.05;5.33;11.24;0.23;2.69;0.19;-17.98;-5.89;0.41;9.48;-13.55;1.31;-1.30
7.372;7.372;-6.14;2.97;19.60;6.14;-2.97;-19.60;22.45;-8.89;-16.98;180.00;-17.44;4.23;-1.89;104.41;95.12;0.00;-75.59;84.88;0.00;94.84;19.28;85.16;-19.28;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-36.77;-3.66;-5.63;-1.50;0.92;20.52;8.32;11.07;0.65;2.69;0.19;-17.98;-6.43;1.03;9.17;-13.55;1.31;-1.30
7.382;7.382;-6.14;2.97;19.60;6.14;-2.97;-19.60;22.37;-8.67;-16.62;180.00;-17.34;4.04;-2.26;104.41;95.12;0.00;-75.59;84.88;0.00;94.84;19.28;85.16;-19.28;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-36.12;-3.64;-6.21;-1.36;1.00;20.12;8.95;10.58;1.50;3.70;1.24;-16.83;-7.90;1.15;8.58;-12.67;1.91;-2.42
7.392;7.392;-6.25;3.11;19.88;6.25;-3.11;-19.88;22.25;-8.59;-16.73;180.00;-17.17;3.78;-2.43;104.79;95.34;0.00;-75.21;84.66;0.00;95.04;19.54;84.96;-19.54;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-35.44;-3.52;-7.28;-4.38;1.72;21.06;11.06;9.93;2.10;0.87;-0.32;-18.00;-12.66;1.86;6.64;-12.61;1.76;-2.40
7.402;7.402;-6.30;3.18;20.03;6.30;-3.18;-20.03;22.20;-8.55;-16.83;180.00;-17.10;3.65;-2.48;104.96;95.44;0.00;-75.04;84.56;0.00;95.13;19.68;84.87;-19.68;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-34.90;-3.20;-8.73;-4.30;1.83;20.99;13.28;9.08;2.72;0.87;-0.32;-18.00;-11.05;2.09;7.62;-12.66;1.74;-2.36
7.412;7.412;-6.39;3.30;20.32;6.39;-3.30;-20.32;22.19;-8.51;-17.03;180.00;-17.06;3.45;-2.57;105.22;95.63;0.00;-74.78;84.37;0.00;95.29;19.95;84.71;-19.95;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-34.42;-2.93;-10.38;-5.03;2.13;21.00;15.55;8.09;3.30;0.61;-0.15;-18.23;-12.20;2.70;6.96;-12.11;2.07;-2.28
7.422;7.422;-6.46;3.40;20.62;6.46;-3.40;-20.62;22.32;-8.52;-17.19;180.00;-17.16;3.33;-2.70;105.41;95.79;0.00;-74.59;84.21;0.00;95.44;20.24;84.56;-20.24;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-34.14;-2.59;-12.03;-5.86;2.36;20.89;17.42;7.50;3.04;0.06;-0.41;-18.29;-12.90;3.16;6.08;-11.99;2.08;-2.23
7.432;7.432;-6.54;3.48;20.91;6.54;-3.48;-20.91;22.55;-8.59;-17.37;180.00;-17.36;3.28;-2.81;105.57;95.94;0.00;-74.43;84.06;0.00;95.57;20.52;84.43;-20.52;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-34.16;-2.42;-12.80;-6.41;2.45;20.74;18.63;7.65;0.69;-0.08;-0.38;-18.44;-12.50;2.64;5.24;-11.79;2.23;-2.01
7.442;7.442;-6.61;3.55;21.20;6.61;-3.55;-21.20;22.80;-8.70;-17.62;180.00;-17.59;3.28;-2.83;105.68;96.07;0.00;-74.32;83.93;0.00;95.68;20.79;84.32;-20.79;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-34.07;-2.03;-14.44;-7.33;2.59;20.55;19.41;7.51;-1.76;-0.52;-0.57;-18.57;-11.84;3.37;6.96;-11.61;2.40;-1.68
7.452;7.452;-6.67;3.60;21.47;6.67;-3.60;-21.47;23.00;-8.78;-17.94;180.00;-17.77;3.27;-2.77;105.73;96.18;0.00;-74.27;83.82;0.00;95.77;21.05;84.23;-21.05;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-34.01;-1.71;-16.14;-8.20;2.74;20.39;19.68;7.07;-2.39;-0.95;-0.73;-18.62;-10.93;2.56;5.05;-11.45;2.60;-1.39
7.462;7.462;-6.72;3.63;21.72;6.72;-3.63;-21.72;23.08;-8.84;-18.23;180.00;-17.84;3.25;-2.72;105.75;96.26;0.00;-74.25;83.74;0.00;95.84;21.29;84.16;-21.29;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-33.91;-1.38;-17.96;-8.93;2.86;20.12;19.38;6.92;-5.16;-1.54;-1.05;-18.27;-9.60;2.56;5.27;-11.50;2.61;-1.36
7.472;7.472;-6.72;3.63;21.72;6.72;-3.63;-21.72;23.08;-8.84;-18.23;180.00;-17.84;3.25;-2.72;105.75;96.26;0.00;-74.25;83.74;0.00;95.84;21.29;84.16;-21.29;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-33.76;-1.05;-19.72;-9.59;2.93;19.79;18.61;6.61;-7.57;-1.81;-0.89;-18.22;-8.48;2.91;5.75;-11.09;2.97;-1.09
7.482;7.482;-6.84;3.66;22.12;6.84;-3.66;-22.12;23.11;-8.64;-18.99;180.00;-17.85;2.92;-2.38;105.77;96.39;0.00;-74.23;83.61;0.00;95.95;21.68;84.05;-21.68;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-33.28;-0.65;-22.97;-9.64;3.30;20.08;17.89;5.57;-8.57;-1.81;-0.89;-18.22;-7.49;3.23;6.10;-11.09;2.97;-1.09
7.492;7.492;-6.84;3.66;22.12;6.84;-3.66;-22.12;23.11;-8.64;-18.99;180.00;-17.85;2.92;-2.38;105.77;96.39;0.00;-74.23;83.61;0.00;95.95;21.68;84.05;-21.68;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-33.28;-0.65;-22.97;-12.34;3.52;19.22;16.61;6.10;-11.67;-4.30;-1.94;-17.14;-6.61;3.42;6.55;-11.18;2.97;-1.06
7.502;7.502;-6.86;3.66;22.10;6.86;-3.66;-22.10;23.06;-8.54;-19.17;180.00;-17.81;2.80;-2.19;105.80;96.40;0.00;-74.20;83.60;0.00;95.95;21.66;84.05;-21.66;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-33.05;-0.59;-23.65;-12.31;3.66;19.39;15.45;6.34;-13.86;-3.27;-0.91;-17.76;-5.94;3.40;6.88;-9.99;3.73;-0.58
7.512;7.512;-6.83;3.64;22.02;6.83;-3.64;-22.02;23.01;-8.36;-19.47;180.00;-17.80;2.62;-1.84;105.74;96.35;0.00;-74.26;83.65;0.00;95.91;21.59;84.09;-21.59;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-31.64;-0.31;-24.68;-13.01;3.91;19.52;13.92;6.56;-16.92;-3.89;-1.16;-17.50;-5.48;2.99;7.42;-10.04;3.74;-0.58
7.522;7.522;-6.81;3.62;21.98;6.81;-3.62;-21.98;23.02;-8.27;-19.57;180.00;-17.83;2.55;-1.71;105.69;96.32;0.00;-74.31;83.68;0.00;95.88;21.55;84.12;-21.55;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-30.97;-0.36;-24.39;-13.71;4.02;19.44;13.14;7.04;-18.11;-4.26;-1.18;-17.27;-4.90;1.43;8.10;-9.79;3.87;-0.58
7.532;7.532;-6.76;3.55;21.91;6.76;-3.55;-21.91;22.99;-8.11;-19.62;180.00;-17.82;2.47;-1.60;105.51;96.22;0.00;-74.49;83.78;0.00;95.79;21.49;84.21;-21.49;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-30.19;-0.48;-23.78;-14.36;4.15;19.47;12.33;7.55;-18.91;-4.60;-1.22;-17.14;-6.07;2.44;7.85;-9.50;3.99;-0.58
7.542;7.542;-6.72;3.46;21.84;6.72;-3.46;-21.84;22.90;-7.91;-19.69;180.00;-17.75;2.36;-1.49;105.28;96.11;0.00;-74.72;83.89;0.00;95.69;21.43;84.31;-21.43;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-29.71;-0.61;-23.45;-14.94;4.31;19.55;11.07;8.06;-18.84;-4.92;-1.27;-17.07;-6.60;2.17;8.09;-9.23;4.11;-0.60
7.552;7.552;-6.69;3.35;21.78;6.69;-3.35;-21.78;22.76;-7.68;-19.77;180.00;-17.62;2.24;-1.37;105.00;95.98;0.00;-75.00;84.02;0.00;95.57;21.39;84.43;-21.39;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-28.73;-0.82;-22.45;-15.14;4.45;19.64;9.99;8.43;-18.97;-5.07;-1.30;-17.01;-7.17;1.89;8.38;-9.12;4.18;-0.62
7.562;7.562;-6.66;3.22;21.73;6.66;-3.22;-21.73;22.60;-7.44;-19.85;180.00;-17.45;2.12;-1.25;104.69;95.84;0.00;-75.31;84.16;0.00;95.44;21.35;84.56;-21.35;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-27.66;-1.09;-21.19;-15.62;4.61;19.76;9.74;8.63;-19.73;-5.36;-1.36;-16.98;-6.82;1.33;9.65;-8.84;4.28;-0.62
7.572;7.572;-6.66;3.22;21.73;6.66;-3.22;-21.73;22.42;-7.35;-19.98;180.00;-17.28;2.02;-1.14;104.69;95.84;0.00;-75.31;84.16;0.00;95.44;21.35;84.56;-21.35;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-26.55;-1.37;-19.69;-16.10;4.75;19.95;8.45;8.86;-19.83;-5.63;-1.46;-17.07;-7.99;1.49;8.91;-8.49;4.34;-0.54
7.582;7.582;-6.60;2.83;21.62;6.60;-2.83;-21.62;22.25;-6.86;-20.09;180.00;-17.04;1.91;-0.96;103.70;95.41;0.00;-76.30;84.59;0.00;95.04;21.29;84.96;-21.29;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-24.35;-1.98;-16.17;-17.16;4.95;20.22;5.58;8.89;-19.83;-6.11;-1.69;-16.96;-8.96;0.99;9.66;-7.94;4.61;-0.72
7.592;7.592;-6.60;2.83;21.62;6.60;-2.83;-21.62;22.25;-6.86;-20.09;180.00;-17.04;1.91;-0.96;103.70;95.41;0.00;-76.30;84.59;0.00;95.04;21.29;84.96;-21.29;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-23.33;-2.28;-14.18;-17.16;4.95;20.22;4.11;8.64;-19.72;-6.11;-1.69;-16.96;-9.39;0.70;10.00;-7.94;4.61;-0.72
7.602;7.602;-6.58;2.63;21.59;6.58;-2.63;-21.59;22.05;-6.62;-20.35;180.00;-16.80;1.85;-0.70;103.19;95.20;0.00;-76.81;84.80;0.00;94.85;21.29;85.15;-21.29;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-22.08;-2.63;-12.48;-17.58;5.07;20.60;2.65;8.24;-19.42;-6.36;-1.79;-16.88;-9.80;0.39;10.33;-7.61;4.73;-0.87
7.612;7.612;-6.57;2.41;21.56;6.57;-2.41;-21.56;21.99;-6.40;-20.49;180.00;-16.68;1.82;-0.56;102.64;94.97;0.00;-77.36;85.03;0.00;94.64;21.29;85.36;-21.29;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-21.45;-2.82;-11.67;-18.11;5.18;20.91;0.82;7.62;-17.94;-6.47;-1.81;-16.78;-10.18;0.08;10.67;-7.17;4.97;-1.15
7.622;7.622;-6.57;2.17;21.53;6.57;-2.17;-21.53;21.92;-6.15;-20.61;180.00;-16.54;1.78;-0.43;102.05;94.73;0.00;-77.95;85.27;0.00;94.41;21.28;85.59;-21.28;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-20.30;-3.23;-10.01;-18.30;5.24;21.14;-0.54;7.01;-17.18;-6.74;-1.96;-16.82;-12.51;-0.57;7.94;-7.21;5.08;-1.22
7.632;7.632;-6.57;1.92;21.48;6.57;-1.92;-21.48;21.83;-5.88;-20.71;180.00;-16.37;1.74;-0.30;101.43;94.48;0.00;-78.57;85.52;0.00;94.18;21.26;85.82;-21.26;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-19.10;-3.75;-8.33;-18.77;5.35;21.43;-0.75;6.88;-17.66;-6.99;-2.06;-16.77;-10.70;-0.42;11.18;-6.92;5.28;-1.42
7.642;7.642;-6.57;1.66;21.42;6.57;-1.66;-21.42;21.73;-5.60;-20.80;180.00;-16.18;1.69;-0.17;100.80;94.22;0.00;-79.20;85.78;0.00;93.93;21.23;86.07;-21.23;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-17.86;-4.30;-6.69;-19.21;5.46;21.77;-1.97;6.32;-16.82;-7.22;-2.16;-16.77;-10.99;-0.78;11.51;-6.62;5.50;-1.60
7.652;7.652;-6.57;1.41;21.34;6.57;-1.41;-21.34;21.72;-5.33;-20.81;180.00;-16.08;1.66;-0.10;100.16;93.95;0.00;-79.84;86.05;0.00;93.69;21.18;86.31;-21.18;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-16.69;-4.85;-5.07;-19.71;5.53;22.01;-3.07;5.76;-15.92;-7.40;-2.27;-16.79;-11.23;-1.15;11.81;-6.29;5.68;-1.74
7.662;7.662;-6.56;1.28;21.30;6.56;-1.28;-21.30;21.55;-5.18;-20.93;180.00;-15.88;1.62;0.05;99.84;93.82;0.00;-80.16;86.18;0.00;93.56;21.15;86.44;-21.15;0.00;90.00;0.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;-15.40;-5.51;-3.65;-20.10;5.61;22.25;-4.04;5.28;-14.97;-7.56;-2.34;-16.73;-11.42;-1.53;12.05;-5.97;5.86;-1.85
